Material,Type,Lateral load resisting  system,Height,Irregularities,Ductility,Type of block,Type of concrete
Concrete,Reinforced,Moment frame,High-rise (7-12 floors),Unknown,Non ductile (PGA<0.1g),-,Pre-cast
Concrete,Reinforced,Moment frame,High-rise (7-12 floors),Unknown,Non ductile (PGA<0.1g),-,Unknown
Concrete,Reinforced,Moment frame,High-rise (7-12 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-,Cast in place
Concrete,Reinforced,Moment frame,High-rise (7-12 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-,Pre-cast
Concrete,Reinforced,Moment frame,High-rise (7-12 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-,Unknown
Concrete,Reinforced,Moment frame,High-rise (7-12 floors),Unknown,High ductility (PGA>0.3g),-,Cast in place
Concrete,Reinforced,Moment frame,High-rise (7-12 floors),Unknown,High ductility (PGA>0.3g),-,Pre-cast
Concrete,Reinforced,Moment frame,High-rise (7-12 floors),Unknown,High ductility (PGA>0.3g),-,Unknown
Concrete,Reinforced,Moment frame,High-rise (7-12 floors),Unknown,Unknown,-,Cast in place
Concrete,Reinforced,Moment frame,High-rise (7-12 floors),Unknown,Unknown,-,Pre-cast
Concrete,Reinforced,Moment frame,High-rise (7-12 floors),Unknown,Unknown,-,Unknown
Concrete,Reinforced,Moment frame,Tall (>12 floors),Regular,Non ductile (PGA<0.1g),-,Cast in place
Concrete,Reinforced,Moment frame,Tall (>12 floors),Regular,Non ductile (PGA<0.1g),-,Pre-cast
Concrete,Reinforced,Moment frame,Tall (>12 floors),Regular,Non ductile (PGA<0.1g),-,Unknown
Concrete,Reinforced,Moment frame,Tall (>12 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-,Cast in place
Concrete,Reinforced,Moment frame,Tall (>12 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-,Pre-cast
Concrete,Reinforced,Moment frame,Tall (>12 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-,Unknown
Concrete,Reinforced,Moment frame,Tall (>12 floors),Regular,High ductility (PGA>0.3g),-,Cast in place
Concrete,Reinforced,Moment frame,Tall (>12 floors),Regular,High ductility (PGA>0.3g),-,Pre-cast
Concrete,Reinforced,Moment frame,Tall (>12 floors),Regular,High ductility (PGA>0.3g),-,Unknown
Concrete,Reinforced,Moment frame,Tall (>12 floors),Regular,Unknown,-,Cast in place
Concrete,Reinforced,Moment frame,Tall (>12 floors),Regular,Unknown,-,Pre-cast
Concrete,Reinforced,Moment frame,Tall (>12 floors),Regular,Unknown,-,Unknown
Concrete,Reinforced,Moment frame,Tall (>12 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-,Cast in place
Concrete,Reinforced,Moment frame,Tall (>12 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-,Pre-cast
Concrete,Reinforced,Moment frame,Tall (>12 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-,Unknown
Concrete,Reinforced,Moment frame,Tall (>12 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-,Cast in place
Concrete,Reinforced,Moment frame,Tall (>12 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-,Pre-cast
Concrete,Reinforced,Moment frame,Tall (>12 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-,Unknown
Concrete,Reinforced,Moment frame,Tall (>12 floors),Irregular-soft storey,High ductility (PGA>0.3g),-,Cast in place
Concrete,Reinforced,Moment frame,Tall (>12 floors),Irregular-soft storey,High ductility (PGA>0.3g),-,Pre-cast
Concrete,Reinforced,Moment frame,Tall (>12 floors),Irregular-soft storey,High ductility (PGA>0.3g),-,Unknown
Concrete,Reinforced,Moment frame,Tall (>12 floors),Irregular-soft storey,Unknown,-,Cast in place
Concrete,Reinforced,Moment frame,Tall (>12 floors),Irregular-soft storey,Unknown,-,Pre-cast
Concrete,Reinforced,Moment frame,Tall (>12 floors),Irregular-soft storey,Unknown,-,Unknown
Concrete,Reinforced,Moment frame,Tall (>12 floors),Irregular-torsion,Non ductile (PGA<0.1g),-,Cast in place
Concrete,Reinforced,Moment frame,Tall (>12 floors),Irregular-torsion,Non ductile (PGA<0.1g),-,Pre-cast
Concrete,Reinforced,Moment frame,Tall (>12 floors),Irregular-torsion,Non ductile (PGA<0.1g),-,Unknown
Concrete,Reinforced,Moment frame,Tall (>12 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-,Cast in place
Concrete,Reinforced,Moment frame,Tall (>12 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-,Pre-cast
Concrete,Reinforced,Moment frame,Tall (>12 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-,Unknown
Concrete,Reinforced,Moment frame,Tall (>12 floors),Irregular-torsion,High ductility (PGA>0.3g),-,Cast in place
Concrete,Reinforced,Moment frame,Tall (>12 floors),Irregular-torsion,High ductility (PGA>0.3g),-,Pre-cast
Concrete,Reinforced,Moment frame,Tall (>12 floors),Irregular-torsion,High ductility (PGA>0.3g),-,Unknown
Concrete,Reinforced,Moment frame,Tall (>12 floors),Irregular-torsion,Unknown,-,Cast in place
Concrete,Reinforced,Moment frame,Tall (>12 floors),Irregular-torsion,Unknown,-,Pre-cast
Concrete,Reinforced,Moment frame,Tall (>12 floors),Irregular-torsion,Unknown,-,Unknown
Concrete,Reinforced,Moment frame,Tall (>12 floors),Unknown,Non ductile (PGA<0.1g),-,Cast in place
Concrete,Reinforced,Moment frame,Tall (>12 floors),Unknown,Non ductile (PGA<0.1g),-,Pre-cast
Concrete,Reinforced,Moment frame,Tall (>12 floors),Unknown,Non ductile (PGA<0.1g),-,Unknown
Concrete,Reinforced,Moment frame,Tall (>12 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-,Cast in place
Concrete,Reinforced,Moment frame,Tall (>12 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-,Pre-cast
Concrete,Reinforced,Moment frame,Tall (>12 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-,Unknown
Concrete,Reinforced,Moment frame,Tall (>12 floors),Unknown,High ductility (PGA>0.3g),-,Cast in place
Concrete,Reinforced,Moment frame,Tall (>12 floors),Unknown,High ductility (PGA>0.3g),-,Pre-cast
Concrete,Reinforced,Moment frame,Tall (>12 floors),Unknown,High ductility (PGA>0.3g),-,Unknown
Concrete,Reinforced,Moment frame,Tall (>12 floors),Unknown,Unknown,-,Cast in place
Concrete,Reinforced,Moment frame,Tall (>12 floors),Unknown,Unknown,-,Pre-cast
Concrete,Reinforced,Moment frame,Tall (>12 floors),Unknown,Unknown,-,Unknown
Concrete,Reinforced,Moment frame,Unknown,Regular,Non ductile (PGA<0.1g),-,Cast in place
Concrete,Reinforced,Moment frame,Unknown,Regular,Non ductile (PGA<0.1g),-,Pre-cast
Concrete,Reinforced,Moment frame,Unknown,Regular,Non ductile (PGA<0.1g),-,Unknown
Concrete,Reinforced,Moment frame,Unknown,Regular,Moderate ductility (0.1g<PGA<0.3g),-,Cast in place
Concrete,Reinforced,Moment frame,Unknown,Regular,Moderate ductility (0.1g<PGA<0.3g),-,Pre-cast
Concrete,Reinforced,Moment frame,Unknown,Regular,Moderate ductility (0.1g<PGA<0.3g),-,Unknown
Concrete,Reinforced,Moment frame,Unknown,Regular,High ductility (PGA>0.3g),-,Cast in place
Concrete,Reinforced,Moment frame,Unknown,Regular,High ductility (PGA>0.3g),-,Pre-cast
Concrete,Reinforced,Moment frame,Unknown,Regular,High ductility (PGA>0.3g),-,Unknown
Concrete,Reinforced,Moment frame,Unknown,Regular,Unknown,-,Cast in place
Concrete,Reinforced,Moment frame,Unknown,Regular,Unknown,-,Pre-cast
Concrete,Reinforced,Moment frame,Unknown,Regular,Unknown,-,Unknown
Concrete,Reinforced,Moment frame,Unknown,Irregular-soft storey,Non ductile (PGA<0.1g),-,Cast in place
Concrete,Reinforced,Moment frame,Unknown,Irregular-soft storey,Non ductile (PGA<0.1g),-,Pre-cast
Concrete,Reinforced,Moment frame,Unknown,Irregular-soft storey,Non ductile (PGA<0.1g),-,Unknown
Concrete,Reinforced,Moment frame,Unknown,Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-,Cast in place
Concrete,Reinforced,Moment frame,Unknown,Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-,Pre-cast
Concrete,Reinforced,Moment frame,Unknown,Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-,Unknown
Concrete,Reinforced,Moment frame,Unknown,Irregular-soft storey,High ductility (PGA>0.3g),-,Cast in place
Concrete,Reinforced,Moment frame,Unknown,Irregular-soft storey,High ductility (PGA>0.3g),-,Pre-cast
Concrete,Reinforced,Moment frame,Unknown,Irregular-soft storey,High ductility (PGA>0.3g),-,Unknown
Concrete,Reinforced,Moment frame,Unknown,Irregular-soft storey,Unknown,-,Cast in place
Concrete,Reinforced,Moment frame,Unknown,Irregular-soft storey,Unknown,-,Pre-cast
Concrete,Reinforced,Moment frame,Unknown,Irregular-soft storey,Unknown,-,Unknown
Concrete,Reinforced,Moment frame,Unknown,Irregular-torsion,Non ductile (PGA<0.1g),-,Cast in place
Concrete,Reinforced,Moment frame,Unknown,Irregular-torsion,Non ductile (PGA<0.1g),-,Pre-cast
Concrete,Reinforced,Moment frame,Unknown,Irregular-torsion,Non ductile (PGA<0.1g),-,Unknown
Concrete,Reinforced,Moment frame,Unknown,Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-,Cast in place
Concrete,Reinforced,Moment frame,Unknown,Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-,Pre-cast
Concrete,Reinforced,Moment frame,Unknown,Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-,Unknown
Concrete,Reinforced,Moment frame,Unknown,Irregular-torsion,High ductility (PGA>0.3g),-,Cast in place
Concrete,Reinforced,Moment frame,Unknown,Irregular-torsion,High ductility (PGA>0.3g),-,Pre-cast
Concrete,Reinforced,Moment frame,Unknown,Irregular-torsion,High ductility (PGA>0.3g),-,Unknown
Concrete,Reinforced,Moment frame,Unknown,Irregular-torsion,Unknown,-,Cast in place
Concrete,Reinforced,Moment frame,Unknown,Irregular-torsion,Unknown,-,Pre-cast
Concrete,Reinforced,Moment frame,Unknown,Irregular-torsion,Unknown,-,Unknown
Concrete,Reinforced,Moment frame,Unknown,Unknown,Non ductile (PGA<0.1g),-,Cast in place
Concrete,Reinforced,Moment frame,Unknown,Unknown,Non ductile (PGA<0.1g),-,Pre-cast
Concrete,Reinforced,Moment frame,Unknown,Unknown,Non ductile (PGA<0.1g),-,Unknown
Concrete,Reinforced,Moment frame,Unknown,Unknown,Moderate ductility (0.1g<PGA<0.3g),-,Cast in place
Concrete,Reinforced,Moment frame,Unknown,Unknown,Moderate ductility (0.1g<PGA<0.3g),-,Pre-cast
Concrete,Reinforced,Moment frame,Unknown,Unknown,Moderate ductility (0.1g<PGA<0.3g),-,Unknown
Concrete,Reinforced,Moment frame,Unknown,Unknown,High ductility (PGA>0.3g),-,Cast in place
Concrete,Reinforced,Moment frame,Unknown,Unknown,High ductility (PGA>0.3g),-,Pre-cast
Concrete,Reinforced,Moment frame,Unknown,Unknown,High ductility (PGA>0.3g),-,Unknown
Concrete,Reinforced,Moment frame,Unknown,Unknown,Unknown,-,Cast in place
Concrete,Reinforced,Moment frame,Unknown,Unknown,Unknown,-,Pre-cast
Concrete,Reinforced,Moment frame,Unknown,Unknown,Unknown,-,Unknown
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Regular,Non ductile (PGA<0.1g),Concrete block,Cast in place
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Regular,Non ductile (PGA<0.1g),Concrete block,Pre-cast
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Regular,Non ductile (PGA<0.1g),Concrete block,Unknown
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Regular,Non ductile (PGA<0.1g),Ceramic brick,Cast in place
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Regular,Non ductile (PGA<0.1g),Ceramic brick,Pre-cast
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Regular,Non ductile (PGA<0.1g),Ceramic brick,Unknown
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Regular,Non ductile (PGA<0.1g),Unknown,Cast in place
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Regular,Non ductile (PGA<0.1g),Unknown,Pre-cast
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Regular,Non ductile (PGA<0.1g),Unknown,Unknown
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),Concrete block,Cast in place
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),Concrete block,Pre-cast
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),Concrete block,Unknown
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),Ceramic brick,Cast in place
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),Ceramic brick,Pre-cast
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),Ceramic brick,Unknown
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),Unknown,Cast in place
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),Unknown,Pre-cast
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),Unknown,Unknown
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Regular,High ductility (PGA>0.3g),Concrete block,Cast in place
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Regular,High ductility (PGA>0.3g),Concrete block,Pre-cast
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Regular,High ductility (PGA>0.3g),Concrete block,Unknown
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Regular,High ductility (PGA>0.3g),Ceramic brick,Cast in place
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Regular,High ductility (PGA>0.3g),Ceramic brick,Pre-cast
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Regular,High ductility (PGA>0.3g),Ceramic brick,Unknown
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Regular,High ductility (PGA>0.3g),Unknown,Cast in place
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Regular,High ductility (PGA>0.3g),Unknown,Pre-cast
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Regular,High ductility (PGA>0.3g),Unknown,Unknown
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Regular,Unknown,Concrete block,Cast in place
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Regular,Unknown,Concrete block,Pre-cast
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Regular,Unknown,Concrete block,Unknown
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Regular,Unknown,Ceramic brick,Cast in place
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Regular,Unknown,Ceramic brick,Pre-cast
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Regular,Unknown,Ceramic brick,Unknown
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Regular,Unknown,Unknown,Cast in place
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Regular,Unknown,Unknown,Pre-cast
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Regular,Unknown,Unknown,Unknown
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Irregular-soft storey,Non ductile (PGA<0.1g),Concrete block,Cast in place
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Irregular-soft storey,Non ductile (PGA<0.1g),Concrete block,Pre-cast
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Irregular-soft storey,Non ductile (PGA<0.1g),Concrete block,Unknown
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Irregular-soft storey,Non ductile (PGA<0.1g),Ceramic brick,Cast in place
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Irregular-soft storey,Non ductile (PGA<0.1g),Ceramic brick,Pre-cast
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Irregular-soft storey,Non ductile (PGA<0.1g),Ceramic brick,Unknown
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Irregular-soft storey,Non ductile (PGA<0.1g),Unknown,Cast in place
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Irregular-soft storey,Non ductile (PGA<0.1g),Unknown,Pre-cast
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Irregular-soft storey,Non ductile (PGA<0.1g),Unknown,Unknown
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),Concrete block,Cast in place
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),Concrete block,Pre-cast
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),Concrete block,Unknown
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),Ceramic brick,Cast in place
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),Ceramic brick,Pre-cast
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),Ceramic brick,Unknown
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),Unknown,Cast in place
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),Unknown,Pre-cast
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),Unknown,Unknown
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Irregular-soft storey,High ductility (PGA>0.3g),Concrete block,Cast in place
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Irregular-soft storey,High ductility (PGA>0.3g),Concrete block,Pre-cast
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Irregular-soft storey,High ductility (PGA>0.3g),Concrete block,Unknown
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Irregular-soft storey,High ductility (PGA>0.3g),Ceramic brick,Cast in place
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Irregular-soft storey,High ductility (PGA>0.3g),Ceramic brick,Pre-cast
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Irregular-soft storey,High ductility (PGA>0.3g),Ceramic brick,Unknown
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Irregular-soft storey,High ductility (PGA>0.3g),Unknown,Cast in place
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Irregular-soft storey,High ductility (PGA>0.3g),Unknown,Pre-cast
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Irregular-soft storey,High ductility (PGA>0.3g),Unknown,Unknown
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Irregular-soft storey,Unknown,Concrete block,Cast in place
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Irregular-soft storey,Unknown,Concrete block,Pre-cast
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Irregular-soft storey,Unknown,Concrete block,Unknown
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Irregular-soft storey,Unknown,Ceramic brick,Cast in place
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Irregular-soft storey,Unknown,Ceramic brick,Pre-cast
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Irregular-soft storey,Unknown,Ceramic brick,Unknown
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Irregular-soft storey,Unknown,Unknown,Cast in place
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Irregular-soft storey,Unknown,Unknown,Pre-cast
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Irregular-soft storey,Unknown,Unknown,Unknown
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Irregular-torsion,Non ductile (PGA<0.1g),Concrete block,Cast in place
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Irregular-torsion,Non ductile (PGA<0.1g),Concrete block,Pre-cast
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Irregular-torsion,Non ductile (PGA<0.1g),Concrete block,Unknown
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Irregular-torsion,Non ductile (PGA<0.1g),Ceramic brick,Cast in place
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Irregular-torsion,Non ductile (PGA<0.1g),Ceramic brick,Pre-cast
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Irregular-torsion,Non ductile (PGA<0.1g),Ceramic brick,Unknown
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Irregular-torsion,Non ductile (PGA<0.1g),Unknown,Cast in place
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Irregular-torsion,Non ductile (PGA<0.1g),Unknown,Pre-cast
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Irregular-torsion,Non ductile (PGA<0.1g),Unknown,Unknown
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),Concrete block,Cast in place
Concrete,Reinforced,Infilled frame,Low rise (<3 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),Concrete block,Pre-cast
