Material,Type of wood,Lateral load resisting  system,Height,Irregularities,Ductility
Wood,Unknown,Wall,Unknown,Regular,High ductility (PGA>0.3g)
Wood,Unknown,Wall,Unknown,Regular,Unknown
Wood,Unknown,Wall,Unknown,Irregular-soft storey,Non ductile (PGA<0.1g)
Wood,Unknown,Wall,Unknown,Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Wall,Unknown,Irregular-soft storey,High ductility (PGA>0.3g)
Wood,Unknown,Wall,Unknown,Irregular-soft storey,Unknown
Wood,Unknown,Wall,Unknown,Irregular-torsion,Non ductile (PGA<0.1g)
Wood,Unknown,Wall,Unknown,Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Wall,Unknown,Irregular-torsion,High ductility (PGA>0.3g)
Wood,Unknown,Wall,Unknown,Irregular-torsion,Unknown
Wood,Unknown,Wall,Unknown,Unknown,Non ductile (PGA<0.1g)
Wood,Unknown,Wall,Unknown,Unknown,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Wall,Unknown,Unknown,High ductility (PGA>0.3g)
Wood,Unknown,Wall,Unknown,Unknown,Unknown
Wood,Unknown,Dual system,Low rise (<3 floors),Regular,Non ductile (PGA<0.1g)
Wood,Unknown,Dual system,Low rise (<3 floors),Regular,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Dual system,Low rise (<3 floors),Regular,High ductility (PGA>0.3g)
Wood,Unknown,Dual system,Low rise (<3 floors),Regular,Unknown
Wood,Unknown,Dual system,Low rise (<3 floors),Irregular-soft storey,Non ductile (PGA<0.1g)
Wood,Unknown,Dual system,Low rise (<3 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Dual system,Low rise (<3 floors),Irregular-soft storey,High ductility (PGA>0.3g)
Wood,Unknown,Dual system,Low rise (<3 floors),Irregular-soft storey,Unknown
Wood,Unknown,Dual system,Low rise (<3 floors),Irregular-torsion,Non ductile (PGA<0.1g)
Wood,Unknown,Dual system,Low rise (<3 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Dual system,Low rise (<3 floors),Irregular-torsion,High ductility (PGA>0.3g)
Wood,Unknown,Dual system,Low rise (<3 floors),Irregular-torsion,Unknown
Wood,Unknown,Dual system,Low rise (<3 floors),Unknown,Non ductile (PGA<0.1g)
Wood,Unknown,Dual system,Low rise (<3 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Dual system,Low rise (<3 floors),Unknown,High ductility (PGA>0.3g)
Wood,Unknown,Dual system,Low rise (<3 floors),Unknown,Unknown
Wood,Unknown,Dual system,Mid rise (4-6 floors),Regular,Non ductile (PGA<0.1g)
Wood,Unknown,Dual system,Mid rise (4-6 floors),Regular,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Dual system,Mid rise (4-6 floors),Regular,High ductility (PGA>0.3g)
Wood,Unknown,Dual system,Mid rise (4-6 floors),Regular,Unknown
Wood,Unknown,Dual system,Mid rise (4-6 floors),Irregular-soft storey,Non ductile (PGA<0.1g)
Wood,Unknown,Dual system,Mid rise (4-6 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Dual system,Mid rise (4-6 floors),Irregular-soft storey,High ductility (PGA>0.3g)
Wood,Unknown,Dual system,Mid rise (4-6 floors),Irregular-soft storey,Unknown
Wood,Unknown,Dual system,Mid rise (4-6 floors),Irregular-torsion,Non ductile (PGA<0.1g)
Wood,Unknown,Dual system,Mid rise (4-6 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Dual system,Mid rise (4-6 floors),Irregular-torsion,High ductility (PGA>0.3g)
Wood,Unknown,Dual system,Mid rise (4-6 floors),Irregular-torsion,Unknown
Wood,Unknown,Dual system,Mid rise (4-6 floors),Unknown,Non ductile (PGA<0.1g)
Wood,Unknown,Dual system,Mid rise (4-6 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Dual system,Mid rise (4-6 floors),Unknown,High ductility (PGA>0.3g)
Wood,Unknown,Dual system,Mid rise (4-6 floors),Unknown,Unknown
Wood,Unknown,Dual system,High-rise (7-12 floors),Regular,Non ductile (PGA<0.1g)
Wood,Unknown,Dual system,High-rise (7-12 floors),Regular,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Dual system,High-rise (7-12 floors),Regular,High ductility (PGA>0.3g)
Wood,Unknown,Dual system,High-rise (7-12 floors),Regular,Unknown
Wood,Unknown,Dual system,High-rise (7-12 floors),Irregular-soft storey,Non ductile (PGA<0.1g)
Wood,Unknown,Dual system,High-rise (7-12 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Dual system,High-rise (7-12 floors),Irregular-soft storey,High ductility (PGA>0.3g)
Wood,Unknown,Dual system,High-rise (7-12 floors),Irregular-soft storey,Unknown
Wood,Unknown,Dual system,High-rise (7-12 floors),Irregular-torsion,Non ductile (PGA<0.1g)
Wood,Unknown,Dual system,High-rise (7-12 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Dual system,High-rise (7-12 floors),Irregular-torsion,High ductility (PGA>0.3g)
Wood,Unknown,Dual system,High-rise (7-12 floors),Irregular-torsion,Unknown
Wood,Unknown,Dual system,High-rise (7-12 floors),Unknown,Non ductile (PGA<0.1g)
Wood,Unknown,Dual system,High-rise (7-12 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Dual system,High-rise (7-12 floors),Unknown,High ductility (PGA>0.3g)
Wood,Unknown,Dual system,High-rise (7-12 floors),Unknown,Unknown
Wood,Unknown,Dual system,Tall (>12 floors),Regular,Non ductile (PGA<0.1g)
Wood,Unknown,Dual system,Tall (>12 floors),Regular,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Dual system,Tall (>12 floors),Regular,High ductility (PGA>0.3g)
Wood,Unknown,Dual system,Tall (>12 floors),Regular,Unknown
Wood,Unknown,Dual system,Tall (>12 floors),Irregular-soft storey,Non ductile (PGA<0.1g)
Wood,Unknown,Dual system,Tall (>12 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Dual system,Tall (>12 floors),Irregular-soft storey,High ductility (PGA>0.3g)
Wood,Unknown,Dual system,Tall (>12 floors),Irregular-soft storey,Unknown
Wood,Unknown,Dual system,Tall (>12 floors),Irregular-torsion,Non ductile (PGA<0.1g)
Wood,Unknown,Dual system,Tall (>12 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Dual system,Tall (>12 floors),Irregular-torsion,High ductility (PGA>0.3g)
Wood,Unknown,Dual system,Tall (>12 floors),Irregular-torsion,Unknown
Wood,Unknown,Dual system,Tall (>12 floors),Unknown,Non ductile (PGA<0.1g)
Wood,Unknown,Dual system,Tall (>12 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Dual system,Tall (>12 floors),Unknown,High ductility (PGA>0.3g)
Wood,Unknown,Dual system,Tall (>12 floors),Unknown,Unknown
Wood,Unknown,Dual system,Unknown,Regular,Non ductile (PGA<0.1g)
Wood,Unknown,Dual system,Unknown,Regular,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Dual system,Unknown,Regular,High ductility (PGA>0.3g)
Wood,Unknown,Dual system,Unknown,Regular,Unknown
Wood,Unknown,Dual system,Unknown,Irregular-soft storey,Non ductile (PGA<0.1g)
Wood,Unknown,Dual system,Unknown,Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Dual system,Unknown,Irregular-soft storey,High ductility (PGA>0.3g)
Wood,Unknown,Dual system,Unknown,Irregular-soft storey,Unknown
Wood,Unknown,Dual system,Unknown,Irregular-torsion,Non ductile (PGA<0.1g)
Wood,Unknown,Dual system,Unknown,Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Dual system,Unknown,Irregular-torsion,High ductility (PGA>0.3g)
Wood,Unknown,Dual system,Unknown,Irregular-torsion,Unknown
Wood,Unknown,Dual system,Unknown,Unknown,Non ductile (PGA<0.1g)
Wood,Unknown,Dual system,Unknown,Unknown,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Dual system,Unknown,Unknown,High ductility (PGA>0.3g)
Wood,Unknown,Dual system,Unknown,Unknown,Unknown
Wood,Unknown,Braced frame,Low rise (<3 floors),Regular,Non ductile (PGA<0.1g)
Wood,Unknown,Braced frame,Low rise (<3 floors),Regular,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Braced frame,Low rise (<3 floors),Regular,High ductility (PGA>0.3g)
Wood,Unknown,Braced frame,Low rise (<3 floors),Regular,Unknown
Wood,Unknown,Braced frame,Low rise (<3 floors),Irregular-soft storey,Non ductile (PGA<0.1g)
Wood,Unknown,Braced frame,Low rise (<3 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Braced frame,Low rise (<3 floors),Irregular-soft storey,High ductility (PGA>0.3g)
Wood,Unknown,Braced frame,Low rise (<3 floors),Irregular-soft storey,Unknown
Wood,Unknown,Braced frame,Low rise (<3 floors),Irregular-torsion,Non ductile (PGA<0.1g)
Wood,Unknown,Braced frame,Low rise (<3 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Braced frame,Low rise (<3 floors),Irregular-torsion,High ductility (PGA>0.3g)
Wood,Unknown,Braced frame,Low rise (<3 floors),Irregular-torsion,Unknown
Wood,Unknown,Braced frame,Low rise (<3 floors),Unknown,Non ductile (PGA<0.1g)
Wood,Unknown,Braced frame,Low rise (<3 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Braced frame,Low rise (<3 floors),Unknown,High ductility (PGA>0.3g)
Wood,Unknown,Braced frame,Low rise (<3 floors),Unknown,Unknown
Wood,Unknown,Braced frame,Mid rise (4-6 floors),Regular,Non ductile (PGA<0.1g)
Wood,Unknown,Braced frame,Mid rise (4-6 floors),Regular,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Braced frame,Mid rise (4-6 floors),Regular,High ductility (PGA>0.3g)
Wood,Unknown,Braced frame,Mid rise (4-6 floors),Regular,Unknown
Wood,Unknown,Braced frame,Mid rise (4-6 floors),Irregular-soft storey,Non ductile (PGA<0.1g)
Wood,Unknown,Braced frame,Mid rise (4-6 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Braced frame,Mid rise (4-6 floors),Irregular-soft storey,High ductility (PGA>0.3g)
Wood,Unknown,Braced frame,Mid rise (4-6 floors),Irregular-soft storey,Unknown
Wood,Unknown,Braced frame,Mid rise (4-6 floors),Irregular-torsion,Non ductile (PGA<0.1g)
Wood,Unknown,Braced frame,Mid rise (4-6 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Braced frame,Mid rise (4-6 floors),Irregular-torsion,High ductility (PGA>0.3g)
Wood,Unknown,Braced frame,Mid rise (4-6 floors),Irregular-torsion,Unknown
Wood,Unknown,Braced frame,Mid rise (4-6 floors),Unknown,Non ductile (PGA<0.1g)
Wood,Unknown,Braced frame,Mid rise (4-6 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Braced frame,Mid rise (4-6 floors),Unknown,High ductility (PGA>0.3g)
Wood,Unknown,Braced frame,Mid rise (4-6 floors),Unknown,Unknown
Wood,Unknown,Braced frame,High-rise (7-12 floors),Regular,Non ductile (PGA<0.1g)
Wood,Unknown,Braced frame,High-rise (7-12 floors),Regular,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Braced frame,High-rise (7-12 floors),Regular,High ductility (PGA>0.3g)
Wood,Unknown,Braced frame,High-rise (7-12 floors),Regular,Unknown
Wood,Unknown,Braced frame,High-rise (7-12 floors),Irregular-soft storey,Non ductile (PGA<0.1g)
Wood,Unknown,Braced frame,High-rise (7-12 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Braced frame,High-rise (7-12 floors),Irregular-soft storey,High ductility (PGA>0.3g)
Wood,Unknown,Braced frame,High-rise (7-12 floors),Irregular-soft storey,Unknown
Wood,Unknown,Braced frame,High-rise (7-12 floors),Irregular-torsion,Non ductile (PGA<0.1g)
Wood,Unknown,Braced frame,High-rise (7-12 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Braced frame,High-rise (7-12 floors),Irregular-torsion,High ductility (PGA>0.3g)
Wood,Unknown,Braced frame,High-rise (7-12 floors),Irregular-torsion,Unknown
Wood,Unknown,Braced frame,High-rise (7-12 floors),Unknown,Non ductile (PGA<0.1g)
Wood,Unknown,Braced frame,High-rise (7-12 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Braced frame,High-rise (7-12 floors),Unknown,High ductility (PGA>0.3g)
Wood,Unknown,Braced frame,High-rise (7-12 floors),Unknown,Unknown
Wood,Unknown,Braced frame,Tall (>12 floors),Regular,Non ductile (PGA<0.1g)
Wood,Unknown,Braced frame,Tall (>12 floors),Regular,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Braced frame,Tall (>12 floors),Regular,High ductility (PGA>0.3g)
Wood,Unknown,Braced frame,Tall (>12 floors),Regular,Unknown
Wood,Unknown,Braced frame,Tall (>12 floors),Irregular-soft storey,Non ductile (PGA<0.1g)
Wood,Unknown,Braced frame,Tall (>12 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Braced frame,Tall (>12 floors),Irregular-soft storey,High ductility (PGA>0.3g)
Wood,Unknown,Braced frame,Tall (>12 floors),Irregular-soft storey,Unknown
Wood,Unknown,Braced frame,Tall (>12 floors),Irregular-torsion,Non ductile (PGA<0.1g)
Wood,Unknown,Braced frame,Tall (>12 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Braced frame,Tall (>12 floors),Irregular-torsion,High ductility (PGA>0.3g)
Wood,Unknown,Braced frame,Tall (>12 floors),Irregular-torsion,Unknown
Wood,Unknown,Braced frame,Tall (>12 floors),Unknown,Non ductile (PGA<0.1g)
Wood,Unknown,Braced frame,Tall (>12 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Braced frame,Tall (>12 floors),Unknown,High ductility (PGA>0.3g)
Wood,Unknown,Braced frame,Tall (>12 floors),Unknown,Unknown
Wood,Unknown,Braced frame,Unknown,Regular,Non ductile (PGA<0.1g)
Wood,Unknown,Braced frame,Unknown,Regular,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Braced frame,Unknown,Regular,High ductility (PGA>0.3g)
Wood,Unknown,Braced frame,Unknown,Regular,Unknown
Wood,Unknown,Braced frame,Unknown,Irregular-soft storey,Non ductile (PGA<0.1g)
Wood,Unknown,Braced frame,Unknown,Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Braced frame,Unknown,Irregular-soft storey,High ductility (PGA>0.3g)
Wood,Unknown,Braced frame,Unknown,Irregular-soft storey,Unknown
Wood,Unknown,Braced frame,Unknown,Irregular-torsion,Non ductile (PGA<0.1g)
Wood,Unknown,Braced frame,Unknown,Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Braced frame,Unknown,Irregular-torsion,High ductility (PGA>0.3g)
Wood,Unknown,Braced frame,Unknown,Irregular-torsion,Unknown
Wood,Unknown,Braced frame,Unknown,Unknown,Non ductile (PGA<0.1g)
Wood,Unknown,Braced frame,Unknown,Unknown,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Braced frame,Unknown,Unknown,High ductility (PGA>0.3g)
Wood,Unknown,Braced frame,Unknown,Unknown,Unknown
Wood,Unknown,Unknown,Low rise (<3 floors),Regular,Non ductile (PGA<0.1g)
Wood,Unknown,Unknown,Low rise (<3 floors),Regular,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Unknown,Low rise (<3 floors),Regular,High ductility (PGA>0.3g)
Wood,Unknown,Unknown,Low rise (<3 floors),Regular,Unknown
Wood,Unknown,Unknown,Low rise (<3 floors),Irregular-soft storey,Non ductile (PGA<0.1g)
Wood,Unknown,Unknown,Low rise (<3 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Unknown,Low rise (<3 floors),Irregular-soft storey,High ductility (PGA>0.3g)
Wood,Unknown,Unknown,Low rise (<3 floors),Irregular-soft storey,Unknown
Wood,Unknown,Unknown,Low rise (<3 floors),Irregular-torsion,Non ductile (PGA<0.1g)
Wood,Unknown,Unknown,Low rise (<3 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Unknown,Low rise (<3 floors),Irregular-torsion,High ductility (PGA>0.3g)
Wood,Unknown,Unknown,Low rise (<3 floors),Irregular-torsion,Unknown
Wood,Unknown,Unknown,Low rise (<3 floors),Unknown,Non ductile (PGA<0.1g)
Wood,Unknown,Unknown,Low rise (<3 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Unknown,Low rise (<3 floors),Unknown,High ductility (PGA>0.3g)
Wood,Unknown,Unknown,Low rise (<3 floors),Unknown,Unknown
Wood,Unknown,Unknown,Mid rise (4-6 floors),Regular,Non ductile (PGA<0.1g)
Wood,Unknown,Unknown,Mid rise (4-6 floors),Regular,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Unknown,Mid rise (4-6 floors),Regular,High ductility (PGA>0.3g)
Wood,Unknown,Unknown,Mid rise (4-6 floors),Regular,Unknown
Wood,Unknown,Unknown,Mid rise (4-6 floors),Irregular-soft storey,Non ductile (PGA<0.1g)
Wood,Unknown,Unknown,Mid rise (4-6 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Unknown,Mid rise (4-6 floors),Irregular-soft storey,High ductility (PGA>0.3g)
Wood,Unknown,Unknown,Mid rise (4-6 floors),Irregular-soft storey,Unknown
Wood,Unknown,Unknown,Mid rise (4-6 floors),Irregular-torsion,Non ductile (PGA<0.1g)
Wood,Unknown,Unknown,Mid rise (4-6 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Unknown,Mid rise (4-6 floors),Irregular-torsion,High ductility (PGA>0.3g)
Wood,Unknown,Unknown,Mid rise (4-6 floors),Irregular-torsion,Unknown
Wood,Unknown,Unknown,Mid rise (4-6 floors),Unknown,Non ductile (PGA<0.1g)
Wood,Unknown,Unknown,Mid rise (4-6 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Unknown,Mid rise (4-6 floors),Unknown,High ductility (PGA>0.3g)
Wood,Unknown,Unknown,Mid rise (4-6 floors),Unknown,Unknown
Wood,Unknown,Unknown,High-rise (7-12 floors),Regular,Non ductile (PGA<0.1g)
Wood,Unknown,Unknown,High-rise (7-12 floors),Regular,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Unknown,High-rise (7-12 floors),Regular,High ductility (PGA>0.3g)
Wood,Unknown,Unknown,High-rise (7-12 floors),Regular,Unknown
Wood,Unknown,Unknown,High-rise (7-12 floors),Irregular-soft storey,Non ductile (PGA<0.1g)
Wood,Unknown,Unknown,High-rise (7-12 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Unknown,High-rise (7-12 floors),Irregular-soft storey,High ductility (PGA>0.3g)
Wood,Unknown,Unknown,High-rise (7-12 floors),Irregular-soft storey,Unknown
Wood,Unknown,Unknown,High-rise (7-12 floors),Irregular-torsion,Non ductile (PGA<0.1g)
Wood,Unknown,Unknown,High-rise (7-12 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Unknown,High-rise (7-12 floors),Irregular-torsion,High ductility (PGA>0.3g)
Wood,Unknown,Unknown,High-rise (7-12 floors),Irregular-torsion,Unknown
Wood,Unknown,Unknown,High-rise (7-12 floors),Unknown,Non ductile (PGA<0.1g)
Wood,Unknown,Unknown,High-rise (7-12 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Unknown,High-rise (7-12 floors),Unknown,High ductility (PGA>0.3g)
Wood,Unknown,Unknown,High-rise (7-12 floors),Unknown,Unknown
Wood,Unknown,Unknown,Tall (>12 floors),Regular,Non ductile (PGA<0.1g)
Wood,Unknown,Unknown,Tall (>12 floors),Regular,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Unknown,Tall (>12 floors),Regular,High ductility (PGA>0.3g)
Wood,Unknown,Unknown,Tall (>12 floors),Regular,Unknown
Wood,Unknown,Unknown,Tall (>12 floors),Irregular-soft storey,Non ductile (PGA<0.1g)
Wood,Unknown,Unknown,Tall (>12 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Unknown,Tall (>12 floors),Irregular-soft storey,High ductility (PGA>0.3g)
Wood,Unknown,Unknown,Tall (>12 floors),Irregular-soft storey,Unknown
Wood,Unknown,Unknown,Tall (>12 floors),Irregular-torsion,Non ductile (PGA<0.1g)
Wood,Unknown,Unknown,Tall (>12 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Unknown,Tall (>12 floors),Irregular-torsion,High ductility (PGA>0.3g)
Wood,Unknown,Unknown,Tall (>12 floors),Irregular-torsion,Unknown
Wood,Unknown,Unknown,Tall (>12 floors),Unknown,Non ductile (PGA<0.1g)
Wood,Unknown,Unknown,Tall (>12 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Unknown,Tall (>12 floors),Unknown,High ductility (PGA>0.3g)
Wood,Unknown,Unknown,Tall (>12 floors),Unknown,Unknown
Wood,Unknown,Unknown,Unknown,Regular,Non ductile (PGA<0.1g)
Wood,Unknown,Unknown,Unknown,Regular,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Unknown,Unknown,Regular,High ductility (PGA>0.3g)
Wood,Unknown,Unknown,Unknown,Regular,Unknown
Wood,Unknown,Unknown,Unknown,Irregular-soft storey,Non ductile (PGA<0.1g)
Wood,Unknown,Unknown,Unknown,Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Unknown,Unknown,Irregular-soft storey,High ductility (PGA>0.3g)
Wood,Unknown,Unknown,Unknown,Irregular-soft storey,Unknown
Wood,Unknown,Unknown,Unknown,Irregular-torsion,Non ductile (PGA<0.1g)
Wood,Unknown,Unknown,Unknown,Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g)
Wood,Unknown,Unknown,Unknown,Irregular-torsion,High ductility (PGA>0.3g)
