Material,Type of wood,Lateral load resisting  system,Height,Irregularities,Ductility
Wood,Light wood,Dual system,Low rise (<3 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Dual system,Low rise (<3 floors),Unknown,High ductility (PGA>0.3g)
Wood,Light wood,Dual system,Low rise (<3 floors),Unknown,Unknown
Wood,Light wood,Dual system,Mid rise (4-6 floors),Regular,Non ductile (PGA<0.1g)
Wood,Light wood,Dual system,Mid rise (4-6 floors),Regular,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Dual system,Mid rise (4-6 floors),Regular,High ductility (PGA>0.3g)
Wood,Light wood,Dual system,Mid rise (4-6 floors),Regular,Unknown
Wood,Light wood,Dual system,Mid rise (4-6 floors),Irregular-soft storey,Non ductile (PGA<0.1g)
Wood,Light wood,Dual system,Mid rise (4-6 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Dual system,Mid rise (4-6 floors),Irregular-soft storey,High ductility (PGA>0.3g)
Wood,Light wood,Dual system,Mid rise (4-6 floors),Irregular-soft storey,Unknown
Wood,Light wood,Dual system,Mid rise (4-6 floors),Irregular-torsion,Non ductile (PGA<0.1g)
Wood,Light wood,Dual system,Mid rise (4-6 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Dual system,Mid rise (4-6 floors),Irregular-torsion,High ductility (PGA>0.3g)
Wood,Light wood,Dual system,Mid rise (4-6 floors),Irregular-torsion,Unknown
Wood,Light wood,Dual system,Mid rise (4-6 floors),Unknown,Non ductile (PGA<0.1g)
Wood,Light wood,Dual system,Mid rise (4-6 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Dual system,Mid rise (4-6 floors),Unknown,High ductility (PGA>0.3g)
Wood,Light wood,Dual system,Mid rise (4-6 floors),Unknown,Unknown
Wood,Light wood,Dual system,High-rise (7-12 floors),Regular,Non ductile (PGA<0.1g)
Wood,Light wood,Dual system,High-rise (7-12 floors),Regular,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Dual system,High-rise (7-12 floors),Regular,High ductility (PGA>0.3g)
Wood,Light wood,Dual system,High-rise (7-12 floors),Regular,Unknown
Wood,Light wood,Dual system,High-rise (7-12 floors),Irregular-soft storey,Non ductile (PGA<0.1g)
Wood,Light wood,Dual system,High-rise (7-12 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Dual system,High-rise (7-12 floors),Irregular-soft storey,High ductility (PGA>0.3g)
Wood,Light wood,Dual system,High-rise (7-12 floors),Irregular-soft storey,Unknown
Wood,Light wood,Dual system,High-rise (7-12 floors),Irregular-torsion,Non ductile (PGA<0.1g)
Wood,Light wood,Dual system,High-rise (7-12 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Dual system,High-rise (7-12 floors),Irregular-torsion,High ductility (PGA>0.3g)
Wood,Light wood,Dual system,High-rise (7-12 floors),Irregular-torsion,Unknown
Wood,Light wood,Dual system,High-rise (7-12 floors),Unknown,Non ductile (PGA<0.1g)
Wood,Light wood,Dual system,High-rise (7-12 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Dual system,High-rise (7-12 floors),Unknown,High ductility (PGA>0.3g)
Wood,Light wood,Dual system,High-rise (7-12 floors),Unknown,Unknown
Wood,Light wood,Dual system,Tall (>12 floors),Regular,Non ductile (PGA<0.1g)
Wood,Light wood,Dual system,Tall (>12 floors),Regular,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Dual system,Tall (>12 floors),Regular,High ductility (PGA>0.3g)
Wood,Light wood,Dual system,Tall (>12 floors),Regular,Unknown
Wood,Light wood,Dual system,Tall (>12 floors),Irregular-soft storey,Non ductile (PGA<0.1g)
Wood,Light wood,Dual system,Tall (>12 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Dual system,Tall (>12 floors),Irregular-soft storey,High ductility (PGA>0.3g)
Wood,Light wood,Dual system,Tall (>12 floors),Irregular-soft storey,Unknown
Wood,Light wood,Dual system,Tall (>12 floors),Irregular-torsion,Non ductile (PGA<0.1g)
Wood,Light wood,Dual system,Tall (>12 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Dual system,Tall (>12 floors),Irregular-torsion,High ductility (PGA>0.3g)
Wood,Light wood,Dual system,Tall (>12 floors),Irregular-torsion,Unknown
Wood,Light wood,Dual system,Tall (>12 floors),Unknown,Non ductile (PGA<0.1g)
Wood,Light wood,Dual system,Tall (>12 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Dual system,Tall (>12 floors),Unknown,High ductility (PGA>0.3g)
Wood,Light wood,Dual system,Tall (>12 floors),Unknown,Unknown
Wood,Light wood,Dual system,Unknown,Regular,Non ductile (PGA<0.1g)
Wood,Light wood,Dual system,Unknown,Regular,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Dual system,Unknown,Regular,High ductility (PGA>0.3g)
Wood,Light wood,Dual system,Unknown,Regular,Unknown
Wood,Light wood,Dual system,Unknown,Irregular-soft storey,Non ductile (PGA<0.1g)
Wood,Light wood,Dual system,Unknown,Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Dual system,Unknown,Irregular-soft storey,High ductility (PGA>0.3g)
Wood,Light wood,Dual system,Unknown,Irregular-soft storey,Unknown
Wood,Light wood,Dual system,Unknown,Irregular-torsion,Non ductile (PGA<0.1g)
Wood,Light wood,Dual system,Unknown,Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Dual system,Unknown,Irregular-torsion,High ductility (PGA>0.3g)
Wood,Light wood,Dual system,Unknown,Irregular-torsion,Unknown
Wood,Light wood,Dual system,Unknown,Unknown,Non ductile (PGA<0.1g)
Wood,Light wood,Dual system,Unknown,Unknown,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Dual system,Unknown,Unknown,High ductility (PGA>0.3g)
Wood,Light wood,Dual system,Unknown,Unknown,Unknown
Wood,Light wood,Braced frame,Low rise (<3 floors),Regular,Non ductile (PGA<0.1g)
Wood,Light wood,Braced frame,Low rise (<3 floors),Regular,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Braced frame,Low rise (<3 floors),Regular,High ductility (PGA>0.3g)
Wood,Light wood,Braced frame,Low rise (<3 floors),Regular,Unknown
Wood,Light wood,Braced frame,Low rise (<3 floors),Irregular-soft storey,Non ductile (PGA<0.1g)
Wood,Light wood,Braced frame,Low rise (<3 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Braced frame,Low rise (<3 floors),Irregular-soft storey,High ductility (PGA>0.3g)
Wood,Light wood,Braced frame,Low rise (<3 floors),Irregular-soft storey,Unknown
Wood,Light wood,Braced frame,Low rise (<3 floors),Irregular-torsion,Non ductile (PGA<0.1g)
Wood,Light wood,Braced frame,Low rise (<3 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Braced frame,Low rise (<3 floors),Irregular-torsion,High ductility (PGA>0.3g)
Wood,Light wood,Braced frame,Low rise (<3 floors),Irregular-torsion,Unknown
Wood,Light wood,Braced frame,Low rise (<3 floors),Unknown,Non ductile (PGA<0.1g)
Wood,Light wood,Braced frame,Low rise (<3 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Braced frame,Low rise (<3 floors),Unknown,High ductility (PGA>0.3g)
Wood,Light wood,Braced frame,Low rise (<3 floors),Unknown,Unknown
Wood,Light wood,Braced frame,Mid rise (4-6 floors),Regular,Non ductile (PGA<0.1g)
Wood,Light wood,Braced frame,Mid rise (4-6 floors),Regular,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Braced frame,Mid rise (4-6 floors),Regular,High ductility (PGA>0.3g)
Wood,Light wood,Braced frame,Mid rise (4-6 floors),Regular,Unknown
Wood,Light wood,Braced frame,Mid rise (4-6 floors),Irregular-soft storey,Non ductile (PGA<0.1g)
Wood,Light wood,Braced frame,Mid rise (4-6 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Braced frame,Mid rise (4-6 floors),Irregular-soft storey,High ductility (PGA>0.3g)
Wood,Light wood,Braced frame,Mid rise (4-6 floors),Irregular-soft storey,Unknown
Wood,Light wood,Braced frame,Mid rise (4-6 floors),Irregular-torsion,Non ductile (PGA<0.1g)
Wood,Light wood,Braced frame,Mid rise (4-6 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Braced frame,Mid rise (4-6 floors),Irregular-torsion,High ductility (PGA>0.3g)
Wood,Light wood,Braced frame,Mid rise (4-6 floors),Irregular-torsion,Unknown
Wood,Light wood,Braced frame,Mid rise (4-6 floors),Unknown,Non ductile (PGA<0.1g)
Wood,Light wood,Braced frame,Mid rise (4-6 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Braced frame,Mid rise (4-6 floors),Unknown,High ductility (PGA>0.3g)
Wood,Light wood,Braced frame,Mid rise (4-6 floors),Unknown,Unknown
Wood,Light wood,Braced frame,High-rise (7-12 floors),Regular,Non ductile (PGA<0.1g)
Wood,Light wood,Braced frame,High-rise (7-12 floors),Regular,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Braced frame,High-rise (7-12 floors),Regular,High ductility (PGA>0.3g)
Wood,Light wood,Braced frame,High-rise (7-12 floors),Regular,Unknown
Wood,Light wood,Braced frame,High-rise (7-12 floors),Irregular-soft storey,Non ductile (PGA<0.1g)
Wood,Light wood,Braced frame,High-rise (7-12 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Braced frame,High-rise (7-12 floors),Irregular-soft storey,High ductility (PGA>0.3g)
Wood,Light wood,Braced frame,High-rise (7-12 floors),Irregular-soft storey,Unknown
Wood,Light wood,Braced frame,High-rise (7-12 floors),Irregular-torsion,Non ductile (PGA<0.1g)
Wood,Light wood,Braced frame,High-rise (7-12 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Braced frame,High-rise (7-12 floors),Irregular-torsion,High ductility (PGA>0.3g)
Wood,Light wood,Braced frame,High-rise (7-12 floors),Irregular-torsion,Unknown
Wood,Light wood,Braced frame,High-rise (7-12 floors),Unknown,Non ductile (PGA<0.1g)
Wood,Light wood,Braced frame,High-rise (7-12 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Braced frame,High-rise (7-12 floors),Unknown,High ductility (PGA>0.3g)
Wood,Light wood,Braced frame,High-rise (7-12 floors),Unknown,Unknown
Wood,Light wood,Braced frame,Tall (>12 floors),Regular,Non ductile (PGA<0.1g)
Wood,Light wood,Braced frame,Tall (>12 floors),Regular,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Braced frame,Tall (>12 floors),Regular,High ductility (PGA>0.3g)
Wood,Light wood,Braced frame,Tall (>12 floors),Regular,Unknown
Wood,Light wood,Braced frame,Tall (>12 floors),Irregular-soft storey,Non ductile (PGA<0.1g)
Wood,Light wood,Braced frame,Tall (>12 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Braced frame,Tall (>12 floors),Irregular-soft storey,High ductility (PGA>0.3g)
Wood,Light wood,Braced frame,Tall (>12 floors),Irregular-soft storey,Unknown
Wood,Light wood,Braced frame,Tall (>12 floors),Irregular-torsion,Non ductile (PGA<0.1g)
Wood,Light wood,Braced frame,Tall (>12 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Braced frame,Tall (>12 floors),Irregular-torsion,High ductility (PGA>0.3g)
Wood,Light wood,Braced frame,Tall (>12 floors),Irregular-torsion,Unknown
Wood,Light wood,Braced frame,Tall (>12 floors),Unknown,Non ductile (PGA<0.1g)
Wood,Light wood,Braced frame,Tall (>12 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Braced frame,Tall (>12 floors),Unknown,High ductility (PGA>0.3g)
Wood,Light wood,Braced frame,Tall (>12 floors),Unknown,Unknown
Wood,Light wood,Braced frame,Unknown,Regular,Non ductile (PGA<0.1g)
Wood,Light wood,Braced frame,Unknown,Regular,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Braced frame,Unknown,Regular,High ductility (PGA>0.3g)
Wood,Light wood,Braced frame,Unknown,Regular,Unknown
Wood,Light wood,Braced frame,Unknown,Irregular-soft storey,Non ductile (PGA<0.1g)
Wood,Light wood,Braced frame,Unknown,Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Braced frame,Unknown,Irregular-soft storey,High ductility (PGA>0.3g)
Wood,Light wood,Braced frame,Unknown,Irregular-soft storey,Unknown
Wood,Light wood,Braced frame,Unknown,Irregular-torsion,Non ductile (PGA<0.1g)
Wood,Light wood,Braced frame,Unknown,Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Braced frame,Unknown,Irregular-torsion,High ductility (PGA>0.3g)
Wood,Light wood,Braced frame,Unknown,Irregular-torsion,Unknown
Wood,Light wood,Braced frame,Unknown,Unknown,Non ductile (PGA<0.1g)
Wood,Light wood,Braced frame,Unknown,Unknown,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Braced frame,Unknown,Unknown,High ductility (PGA>0.3g)
Wood,Light wood,Braced frame,Unknown,Unknown,Unknown
Wood,Light wood,Unknown,Low rise (<3 floors),Regular,Non ductile (PGA<0.1g)
Wood,Light wood,Unknown,Low rise (<3 floors),Regular,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Unknown,Low rise (<3 floors),Regular,High ductility (PGA>0.3g)
Wood,Light wood,Unknown,Low rise (<3 floors),Regular,Unknown
Wood,Light wood,Unknown,Low rise (<3 floors),Irregular-soft storey,Non ductile (PGA<0.1g)
Wood,Light wood,Unknown,Low rise (<3 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Unknown,Low rise (<3 floors),Irregular-soft storey,High ductility (PGA>0.3g)
Wood,Light wood,Unknown,Low rise (<3 floors),Irregular-soft storey,Unknown
Wood,Light wood,Unknown,Low rise (<3 floors),Irregular-torsion,Non ductile (PGA<0.1g)
Wood,Light wood,Unknown,Low rise (<3 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Unknown,Low rise (<3 floors),Irregular-torsion,High ductility (PGA>0.3g)
Wood,Light wood,Unknown,Low rise (<3 floors),Irregular-torsion,Unknown
Wood,Light wood,Unknown,Low rise (<3 floors),Unknown,Non ductile (PGA<0.1g)
Wood,Light wood,Unknown,Low rise (<3 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Unknown,Low rise (<3 floors),Unknown,High ductility (PGA>0.3g)
Wood,Light wood,Unknown,Low rise (<3 floors),Unknown,Unknown
Wood,Light wood,Unknown,Mid rise (4-6 floors),Regular,Non ductile (PGA<0.1g)
Wood,Light wood,Unknown,Mid rise (4-6 floors),Regular,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Unknown,Mid rise (4-6 floors),Regular,High ductility (PGA>0.3g)
Wood,Light wood,Unknown,Mid rise (4-6 floors),Regular,Unknown
Wood,Light wood,Unknown,Mid rise (4-6 floors),Irregular-soft storey,Non ductile (PGA<0.1g)
Wood,Light wood,Unknown,Mid rise (4-6 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Unknown,Mid rise (4-6 floors),Irregular-soft storey,High ductility (PGA>0.3g)
Wood,Light wood,Unknown,Mid rise (4-6 floors),Irregular-soft storey,Unknown
Wood,Light wood,Unknown,Mid rise (4-6 floors),Irregular-torsion,Non ductile (PGA<0.1g)
Wood,Light wood,Unknown,Mid rise (4-6 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Unknown,Mid rise (4-6 floors),Irregular-torsion,High ductility (PGA>0.3g)
Wood,Light wood,Unknown,Mid rise (4-6 floors),Irregular-torsion,Unknown
Wood,Light wood,Unknown,Mid rise (4-6 floors),Unknown,Non ductile (PGA<0.1g)
Wood,Light wood,Unknown,Mid rise (4-6 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Unknown,Mid rise (4-6 floors),Unknown,High ductility (PGA>0.3g)
Wood,Light wood,Unknown,Mid rise (4-6 floors),Unknown,Unknown
Wood,Light wood,Unknown,High-rise (7-12 floors),Regular,Non ductile (PGA<0.1g)
Wood,Light wood,Unknown,High-rise (7-12 floors),Regular,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Unknown,High-rise (7-12 floors),Regular,High ductility (PGA>0.3g)
Wood,Light wood,Unknown,High-rise (7-12 floors),Regular,Unknown
Wood,Light wood,Unknown,High-rise (7-12 floors),Irregular-soft storey,Non ductile (PGA<0.1g)
Wood,Light wood,Unknown,High-rise (7-12 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Unknown,High-rise (7-12 floors),Irregular-soft storey,High ductility (PGA>0.3g)
Wood,Light wood,Unknown,High-rise (7-12 floors),Irregular-soft storey,Unknown
Wood,Light wood,Unknown,High-rise (7-12 floors),Irregular-torsion,Non ductile (PGA<0.1g)
Wood,Light wood,Unknown,High-rise (7-12 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Unknown,High-rise (7-12 floors),Irregular-torsion,High ductility (PGA>0.3g)
Wood,Light wood,Unknown,High-rise (7-12 floors),Irregular-torsion,Unknown
Wood,Light wood,Unknown,High-rise (7-12 floors),Unknown,Non ductile (PGA<0.1g)
Wood,Light wood,Unknown,High-rise (7-12 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Unknown,High-rise (7-12 floors),Unknown,High ductility (PGA>0.3g)
Wood,Light wood,Unknown,High-rise (7-12 floors),Unknown,Unknown
Wood,Light wood,Unknown,Tall (>12 floors),Regular,Non ductile (PGA<0.1g)
Wood,Light wood,Unknown,Tall (>12 floors),Regular,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Unknown,Tall (>12 floors),Regular,High ductility (PGA>0.3g)
Wood,Light wood,Unknown,Tall (>12 floors),Regular,Unknown
Wood,Light wood,Unknown,Tall (>12 floors),Irregular-soft storey,Non ductile (PGA<0.1g)
Wood,Light wood,Unknown,Tall (>12 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Unknown,Tall (>12 floors),Irregular-soft storey,High ductility (PGA>0.3g)
Wood,Light wood,Unknown,Tall (>12 floors),Irregular-soft storey,Unknown
Wood,Light wood,Unknown,Tall (>12 floors),Irregular-torsion,Non ductile (PGA<0.1g)
Wood,Light wood,Unknown,Tall (>12 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Unknown,Tall (>12 floors),Irregular-torsion,High ductility (PGA>0.3g)
Wood,Light wood,Unknown,Tall (>12 floors),Irregular-torsion,Unknown
Wood,Light wood,Unknown,Tall (>12 floors),Unknown,Non ductile (PGA<0.1g)
Wood,Light wood,Unknown,Tall (>12 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Unknown,Tall (>12 floors),Unknown,High ductility (PGA>0.3g)
Wood,Light wood,Unknown,Tall (>12 floors),Unknown,Unknown
Wood,Light wood,Unknown,Unknown,Regular,Non ductile (PGA<0.1g)
Wood,Light wood,Unknown,Unknown,Regular,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Unknown,Unknown,Regular,High ductility (PGA>0.3g)
Wood,Light wood,Unknown,Unknown,Regular,Unknown
Wood,Light wood,Unknown,Unknown,Irregular-soft storey,Non ductile (PGA<0.1g)
Wood,Light wood,Unknown,Unknown,Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Unknown,Unknown,Irregular-soft storey,High ductility (PGA>0.3g)
Wood,Light wood,Unknown,Unknown,Irregular-soft storey,Unknown
Wood,Light wood,Unknown,Unknown,Irregular-torsion,Non ductile (PGA<0.1g)
Wood,Light wood,Unknown,Unknown,Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Unknown,Unknown,Irregular-torsion,High ductility (PGA>0.3g)
Wood,Light wood,Unknown,Unknown,Irregular-torsion,Unknown
Wood,Light wood,Unknown,Unknown,Unknown,Non ductile (PGA<0.1g)
Wood,Light wood,Unknown,Unknown,Unknown,Moderate ductility (0.1g<PGA<0.3g)
Wood,Light wood,Unknown,Unknown,Unknown,High ductility (PGA>0.3g)
Wood,Light wood,Unknown,Unknown,Unknown,Unknown
Wood,Heavy wood,Frame (Traditional joinery - e.g. dovetails),Low rise (<3 floors),Regular,Non ductile (PGA<0.1g)
Wood,Heavy wood,Frame (Traditional joinery - e.g. dovetails),Low rise (<3 floors),Regular,Moderate ductility (0.1g<PGA<0.3g)
Wood,Heavy wood,Frame (Traditional joinery - e.g. dovetails),Low rise (<3 floors),Regular,High ductility (PGA>0.3g)
Wood,Heavy wood,Frame (Traditional joinery - e.g. dovetails),Low rise (<3 floors),Regular,Unknown
Wood,Heavy wood,Frame (Traditional joinery - e.g. dovetails),Low rise (<3 floors),Irregular-soft storey,Non ductile (PGA<0.1g)
